Blu-Ray/DVD Combo_rp,Blu-Ray/DVD Combo_sp,Blu-Ray_rp,Blu-Ray_sp,DVD_rp,DVD_sp,Essential Art House DVD_rp,Essential Art House DVD_sp,Janus Films DVD_rp,Janus Films DVD_sp,aspect_ratio,color,description,dir_link,duration,lang,title,year
,,,,,,,,,,1.33:1,Black & White,"Jeanette MacDonald's independent-minded countess leaves her foppish prince fiancé at the altar, and whisks herself away to the Riviera. There, she strikes the fancy of the sly Count Rudolph (theater veteran Jack Buchanan), who poses as a hairdresser to get into her boudoir. Lubitsch's follow-up to The Love Parade shows even more musical invention, and presents MacDonald at her sexily haughty best.",/shop/browse?director=lubitsch-ernst,90 minutes,English,Monte Carlo,1955
,,$49.95,$39.96,$49.95,$39.96,,,,,1.33:1,Color,"On a beautiful June weekend in 1967, at the beginning of the Summer of Love, the Monterey International Pop Festival roared forward, capturing a decade’s spirit and ushering in a new era of rock and roll. Monterey featured career-making performances by Jimi Hendrix, Janis Joplin, and Otis Redding, but they were just a few of the performers in a wildly diverse lineup that included Simon and Garfunkel, the Mamas and the Papas, the Who, the Byrds, Hugh Masekela, and the extraordinary Ravi Shankar. With his characteristic vérité style—and a camera crew that included the likes of Albert Maysles and Richard Leacock—D. A. Pennebaker captured it all, immortalizing moments that have become legend: Pete Townshend smashing his guitar, Jimi Hendrix burning his, Mama Cass watching Janis Joplin’s performance in awe. This fiftieth-anniversary edition presents Monterey Pop in a new 4K restoration.",/shop/browse?director=pennebaker-d-a,79 minutes,English,Monterey Pop,1955
,,,,$39.95,Out Of Print,,,,,1.85:1,Color,"After slaying the Arthurian legend in their now classic Holy Grail, the Pythons set their sights on the Greatest Story Ever Told. Blind faith, virgin birth, crucifixion—nothing is sacred in this epic send-up of ancient times, which draws on the cornball biblical blockbusters of the 1950s to lampoon celebrity culture in any era. Criterion has gathered the guilty parties—including John Cleese, Terry Gilliam, Eric Idle, Terry Jones, and Michael Palin—for two commentary tracks as provocative and hilarious as the film itself.",/shop/browse?director=jones-terry,94 minutes,English,Monty Python’s Life of Brian,1955
,,$39.95,$31.96,$39.95,$31.96,,,,,1.37:1,Black & White,"A small-town fable about violence and redemption, Moonrise is the final triumph of Frank Borzage, one of Hollywood’s most neglected masters. Stigmatized from infancy by the fate of his criminal father, young Danny (Dane Clark) is bruised and bullied until one night, in a fit of rage, he kills his most persistent tormentor. As the police close in around him, Danny makes a desperate bid for the love of the dead man’s fiancée (Gail Russell), a schoolteacher who sees the wounded soul behind his aggression. With this postwar comeback, Borzage recaptured the inspiration that had animated his long and audacious early career, marrying the lyrical force of his romantic
sensibility with the psychological anguish of film noir, in a stunning vindication of faith in the power of love.",/shop/browse?director=borzage-frank,90 minutes,English,Moonrise,1955
,,$39.95,$31.96,$39.95,$31.96,,,,,1.85:1,Color,"An island off the New England coast, summer of 1965. Two twelve-year-olds, Sam and Suzy, fall in love, make a secret pact, and run away together into the wilderness. As local authorities try to hunt them down, a violent storm is brewing offshore . . . Wes Anderson’s Moonrise Kingdom stars Jared Gilman and Kara Hayward as the young couple on the run, Bruce Willis as Island Police Captain Sharp, Edward Norton as Khaki Scout troop leader Scout Master Ward, and Bill Murray and Frances McDormand as Suzy’s attorney parents, Walt and Laura Bishop. The cast also includes Tilda Swinton, Jason Schwartzman, and Bob Balaban. The magical soundtrack features the music of Benjamin Britten.",/shop/browse?director=anderson-wes,94 minutes,English,Moonrise Kingdom,1955
,,,,,,,,,,1.33:1,Black & White,"Kinoshita’s first film after the end of World War II is a wrenching, superbly wrought tale about a liberal-minded Japanese family torn apart by war and imperialist politics. Morning for the Osone Family is both palpably bitter about the nation’s fresh wartime wounds and inspiringly hopeful about a democratic tomorrow.",/shop/browse?director=kinoshita-keisuke,81 minutes,Japanese,Morning for the Osone Family,1955
,,,,,,,,,,1.19:1,Black & White,"With this romantic reverie, Marlene Dietrich made her triumphant debut before American audiences and unveiled the enthralling, insouciant persona that would define her Hollywood collaboration with director Josef von Sternberg. Set on the far side of the world but shot outside Los Angeles, Morocco navigates a labyrinth of melancholy and desire as the cabaret singer Amy Jolly (Dietrich), fleeing her former life, takes her act to the shores of North Africa, where she entertains the overtures of a wealthy man of the world while finding herself increasingly drawn to a strapping legionnaire with a shadowy past of his own (Gary Cooper). Fueled by the smoldering chemistry between its two stars, and shot in dazzling light and seductive shadow, the Oscar-nominated Morocco is a transfixing exploration of elemental passions.",/shop/browse?director=von-sternberg-josef,92 minutes,English,Morocco,1955
,,,,,,,,,,1.33:1,Black & White,"This portrait of female volunteer workers at an optics plant during World War II, shot on location at the Nippon Kogaku factory, was created with a patriotic agenda. Yet thanks to Akira Kurosawa’s groundbreaking semidocumentary approach, The Most Beautiful is a revealing look at Japanese women of the era and anticipates the aesthetics of Japanese cinema’s postwar social realism.",/shop/browse?director=kurosawa-akira,85 minutes,Japanese,The Most Beautiful,1955
,,,,$24.95,$19.96,,,,,1.33:1,Black & White,"One of the best and most literate movies from the great days of horror, The Most Dangerous Game stars Leslie Banks as a big-game hunter with a taste for the world’s most exotic prey—his houseguests, played by Fay Wray and Joel McCrea. Before making history with 1933’s King Kong, filmmakers Merian C. Cooper and Ernest B. Schoedsack wowed audiences with their chilling adaptation of this Richard Connell short story.",/shop/browse?director=schoedsack-ernest-b,63 minutes,English,The Most Dangerous Game,1955
,,,,$39.95,$31.96,,,,,1.66:1,Black & White,"Robert Bresson plumbs great reservoirs of feeling with Mouchette, one of the most searing portraits of human desperation ever put on film. Faced with a dying mother, an absent, alcoholic father, and a baby brother in need of care, the teenage Mouchette seeks solace in nature and daily routine, a respite from her economic and pubescent turmoil. An essential work of French filmmaking, Bresson’s hugely empathetic drama elevates its trapped protagonist into one of the cinema’s great tragic figures.",/shop/browse?director=bresson-robert,78 minutes,French,Mouchette,1955
,,,,,,,,,,1.66:1,Color,"William Klein moved into more blatantly political territory with this hilarious, vicious Vietnam-era lampoon of imperialist American foreign policy. Mr. Freedom (John Abbey), a bellowing good-ol'-boy superhero decked out in copious football padding, jets to France to cut off a Commie invasion from Switzerland. A destructive, arrogant patriot in tight pants, Freedom joins forces with Marie Madeleine (a satirically sexy Delphine Seyrig) to combat lefty freethinkers, as well as the insidious evildoers Moujik Man and inflatable Red China Man, culminating in a star-spangled showdown of kitschy excess. Delightfully crass, Mr. Freedom is a trenchant, rib-tickling takedown of gaudy modern Americana.",/shop/browse?director=klein-william,92 minutes,English,Mr. Freedom,1955
,,,,,,,,,,1.33:1,Black & White,"Hiroshi Shimizu’s endearing road movie follows the long and winding route of a sweet-natured bus driver—nicknamed Mr. Thank You for his constant exclamation to pedestrians who kindly step out of his way—traveling from rural Izu to Tokyo. Romance and comedy occur, and tragedy threatens his passengers, a virtual microcosm of depression-era Japan.",/shop/browse?director=shimizu-hiroshi,78 minutes,Japanese,Mr. Thank You,1955
,,$39.95,$31.96,$39.95,$31.96,,,,,1.85:1,Color,"A love story in the city of dreams . . . 

Blonde Betty Elms (Naomi Watts) has only just arrived in Hollywood to become a movie star when she meets an enigmatic brunette with amnesia (Laura Harring). Meanwhile, as the two set off to solve the second woman’s identity, filmmaker Adam Kesher (Justin Theroux) runs into ominous trouble while casting his latest project. David Lynch’s seductive and scary vision of Los Angeles’s dream factory is one of the true masterpieces of the new millennium, a tale of love, jealousy, and revenge like no other.",/shop/browse?director=lynch-david,146 minutes,English,Mulholland Dr.,1955
